page,text,font_name,font_size,style,color_rgb,color_hex,bbox
16,Present University System ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(361.1000061035156, 667.0487060546875, 468.6234130859375, 678.207275390625)"
16,3. ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(75.6240005493164, 707.1287231445312, 85.58399963378906, 718.2872924804688)"
16,Annual Lecture ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(117.88999938964844, 706.8887329101562, 182.8300018310547, 718.0473022460938)"
16,31.3.2016 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(194.47000122070312, 706.8887329101562, 237.10000610351562, 718.0473022460938)"
16,University of Delhi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(257.3800048828125, 706.8887329101562, 337.67999267578125, 718.0473022460938)"
16,Prof. N. N. Chudhuri Memorial Annual ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 706.8887329101562, 522.0700073242188, 718.0473022460938)"
16,Lecture on “Vedic Mathematics” by ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 718.4087524414062, 508.38134765625, 729.5673217773438)"
16,Dr. James Glover ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 729.9287109375, 433.9700012207031, 741.0872802734375)"
16,4.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(79.94400024414062, 72.63871765136719, 87.50399780273438, 83.79727172851562)"
16,National Seminar ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(102.7699966430664, 72.39872741699219, 175.6300048828125, 83.55728149414062)"
16,21 March 2015 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 72.39872741699219, 248.62001037597656, 83.55728149414062)"
16,"Dept. of Sanskrit, DU ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 72.39872741699219, 351.1399841308594, 83.55728149414062)"
16,Indian Calendar System ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(395.4200134277344, 72.39872741699219, 494.7099914550781, 83.55728149414062)"
16,5.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(79.94400024414062, 96.15867614746094, 87.50399780273438, 107.31723022460938)"
16,National Seminar ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(102.7699966430664, 95.91868591308594, 175.6300048828125, 107.07723999023438)"
16,30 March 2015 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 95.91868591308594, 248.62001037597656, 107.07723999023438)"
16,"Dept. of Sanskrit, South Delhi ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 95.91868591308594, 387.14337158203125, 107.07723999023438)"
16,Campus ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 107.43870544433594, 296.6399841308594, 118.59725952148438)"
16,The Crux of Chronology in ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 95.91868591308594, 526.4701538085938, 107.07723999023438)"
16,Sanskrit Literature in the light ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 107.43870544433594, 526.449951171875, 118.59725952148438)"
16,of Archaeology and Linguistics,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 118.95872497558594, 521.8535766601562, 130.11727905273438)"
16,6.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(79.94400024414062, 141.06871032714844, 87.50399780273438, 152.22726440429688)"
16,National Seminar ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(102.7699966430664, 140.82872009277344, 175.6300048828125, 151.98727416992188)"
16,26-28  ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 140.82872009277344, 213.3090362548828, 151.98727416992188)"
16,"September,  ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 152.3486785888672, 235.1800079345703, 163.50723266601562)"
16,2015 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 163.8686981201172, 207.30999755859375, 175.02725219726562)"
16,Maharshi Sandipani Rashtriya ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 140.82872009277344, 387.0924987792969, 151.98727416992188)"
16,Veda Vidya Pratisthan (Under ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 152.3486785888672, 387.130859375, 163.50723266601562)"
16,Human ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 163.8686981201172, 293.2341003417969, 175.02725219726562)"
16,Resource ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(347.6056213378906, 163.8686981201172, 387.0688171386719, 175.02725219726562)"
16,"Development, Govt. of India) ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 175.3887176513672, 387.0285339355469, 186.54727172851562)"
16,"Ujjain, Madhya Pradesh  ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 186.90867614746094, 363.1399841308594, 198.06723022460938)"
16,Vedic ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 140.82872009277344, 421.6985778808594, 151.98727416992188)"
16,Chronology ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(435.0041809082031, 140.82872009277344, 485.0010681152344, 151.98727416992188)"
16,: ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(498.42999267578125, 140.82872009277344, 503.8227844238281, 151.98727416992188)"
16,A ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(517.1283569335938, 140.82872009277344, 526.6035766601562, 151.98727416992188)"
16,Reassessment  ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 152.3486785888672, 456.04998779296875, 163.50723266601562)"
16,7.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(79.94400024414062, 204.18870544433594, 87.50399780273438, 215.34725952148438)"
16,National Sanskrit ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(102.7699966430664, 203.94871520996094, 176.3170623779297, 215.10726928710938)"
16,Competition ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(102.7699966430664, 215.4886932373047, 155.2100067138672, 226.64724731445312)"
16,09 Nov. 2015 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 203.94871520996094, 242.13999938964844, 215.10726928710938)"
16,"Aarsh Sahitya Trust, Delhi ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 203.94871520996094, 371.05999755859375, 215.10726928710938)"
16,Indra ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 203.94871520996094, 419.0899963378906, 215.10726928710938)"
16,Vidya ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(436.010009765625, 203.94871520996094, 462.7699890136719, 215.10726928710938)"
16,Vachaspati ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(479.7099914550781, 203.94871520996094, 526.6300048828125, 215.10726928710938)"
16,Sanskrit Elocution Competition ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 215.4886932373047, 524.7100219726562, 226.64724731445312)"
16,8.,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(79.94400024414062, 227.7286834716797, 87.50399780273438, 238.88723754882812)"
16,National Seminar ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(102.7699966430664, 227.4886932373047, 175.6300048828125, 238.64724731445312)"
16,24 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 227.4886932373047, 197.47000122070312, 238.64724731445312)"
16,"November, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(205.99000549316406, 227.4886932373047, 253.1240997314453, 238.64724731445312)"
16,2015 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(184.8699951171875, 239.0087127685547, 207.30999755859375, 250.16726684570312)"
16,Jointly ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 227.4886932373047, 290.82501220703125, 238.64724731445312)"
16,organized ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(312.0534973144531, 227.4886932373047, 354.2599792480469, 238.64724731445312)"
16,by ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(375.5, 227.4886932373047, 387.14239501953125, 238.64724731445312)"
16,Department ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 239.0087127685547, 310.9849853515625, 250.16726684570312)"
16,of ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(326.21588134765625, 239.0087127685547, 336.65875244140625, 250.16726684570312)"
16,Sanskrit ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(351.8896484375, 239.0087127685547, 387.03863525390625, 250.16726684570312)"
16,University of Delhi & Shiksha ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 250.5287322998047, 387.1399841308594, 261.6872863769531)"
16,"Sanskriti Utthan Nyas, New ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 262.0486755371094, 387.1385803222656, 273.2072448730469)"
16,Delhi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.2200012207031, 273.5686950683594, 286.0799865722656, 284.7272644042969)"
16,New Education Policy-2015 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(395.4200134277344, 227.4886932373047, 511.2699890136719, 238.64724731445312)"
17,"Information Brochure, Department of Sanskrit ",Times New Roman,12.0,regular,"(112, 48, 160)",#7030A0,"(186.07000732421875, 35.64796447753906, 412.1300048828125, 48.93196487426758)"
17,13 ,Calibri,11.04,regular,"(0, 0, 0)",#000000,"(292.20001220703125, 782.0159301757812, 305.7350158691406, 793.0559692382812)"
17,4. ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(75.6240005493164, 72.63871765136719, 85.58399963378906, 83.79727172851562)"
17,National ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(117.88999938964844, 72.39872741699219, 154.92391967773438, 83.55728149414062)"
17,Sanskrit ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(117.88999938964844, 83.91868591308594, 153.27081298828125, 95.07723999023438)"
17,Competition ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(117.88999938964844, 95.43870544433594, 170.35000610351562, 106.59725952148438)"
17,09 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(194.47000122070312, 72.39872741699219, 207.0699920654297, 83.55728149414062)"
17,Nov. ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(227.0989532470703, 72.39872741699219, 249.04312133789062, 83.55728149414062)"
17,2016 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(194.47000122070312, 83.91868591308594, 216.91000366210938, 95.07723999023438)"
17,University of Delhi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(257.3800048828125, 72.39872741699219, 337.67999267578125, 83.55728149414062)"
17,Indra ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 72.39872741699219, 384.7275085449219, 83.55728149414062)"
17,Vidya ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(394.4345397949219, 72.39872741699219, 421.166748046875, 83.55728149414062)"
17,Vachaspati ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(430.873779296875, 72.39872741699219, 477.50390625, 83.55728149414062)"
17,Sanskrit ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(487.2109375, 72.39872741699219, 522.3599853515625, 83.55728149414062)"
17,Elocution Competition ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(361.1000061035156, 83.91868591308594, 455.0899963378906, 95.07723999023438)"
17,National Seminar on ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(92.18399810791016, 255.32872009277344, 177.4406280517578, 266.4872741699219)"
17,The learning of Sanskrit Sastras in Present ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(177.6699981689453, 255.32872009277344, 352.15478515625, 266.4872741699219)"
17,University System - 2016,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(170.9499969482422, 266.8486633300781, 271.5400390625, 278.0072326660156)"
17,Indra Vidya Vachaspati Sanskrit ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(387.0199890136719, 255.32872009277344, 519.8990478515625, 266.4872741699219)"
17,Elocution Competition - 2016,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(392.29998779296875, 266.8486633300781, 512.3500366210938, 278.0072326660156)"
17,Year 2017 ,"Times New Roman,Bold",11.04,bold,"(0, 0, 0)",#000000,"(273.70001220703125, 304.1833190917969, 324.4800109863281, 316.40460205078125)"
17,Sr. No. ,"Times New Roman,Bold",11.04,bold,"(255, 255, 255)",#FFFFFF,"(69.38400268554688, 341.86334228515625, 104.81000518798828, 354.0846252441406)"
17,Seminars/ ,"Times New Roman,Bold",11.04,bold,"(255, 255, 255)",#FFFFFF,"(122.69000244140625, 329.1433410644531, 172.50999450683594, 341.3646240234375)"
17,Conference ,"Times New Roman,Bold",11.04,bold,"(255, 255, 255)",#FFFFFF,"(119.33000183105469, 341.86334228515625, 175.58982849121094, 354.0846252441406)"
17,/Workshop ,"Times New Roman,Bold",11.04,bold,"(255, 255, 255)",#FFFFFF,"(119.80999755859375, 354.3433532714844, 175.14999389648438, 366.56463623046875)"
17,Date ,"Times New Roman,Bold",11.04,bold,"(255, 255, 255)",#FFFFFF,"(209.35000610351562, 329.1433410644531, 234.22000122070312, 341.3646240234375)"
17,Sponsor Funding ,"Times New Roman,Bold",11.04,bold,"(255, 255, 255)",#FFFFFF,"(274.6600036621094, 329.1433410644531, 358.01202392578125, 341.3646240234375)"
17,agency ,"Times New Roman,Bold",11.04,bold,"(255, 255, 255)",#FFFFFF,"(298.67999267578125, 341.86334228515625, 333.8399963378906, 354.0846252441406)"
17,Title ,"Times New Roman,Bold",11.04,bold,"(255, 255, 255)",#FFFFFF,"(442.010009765625, 329.1433410644531, 466.8500061035156, 341.3646240234375)"
17,1. ,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(68.66400146484375, 369.7033386230469, 79.58399963378906, 381.92462158203125)"
17,Annual ,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(113.33000183105469, 369.7033386230469, 148.2384796142578, 381.92462158203125)"
17,Lecture ,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(113.33000183105469, 382.42333984375, 149.6899871826172, 394.6446228027344)"
17,01 Feb. 2017 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(189.91000366210938, 369.59869384765625, 245.02000427246094, 380.75726318359375)"
17,University of Delhi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.94000244140625, 369.59869384765625, 342.239990234375, 380.75726318359375)"
17,Prof. N. N. Memorial Annual ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(379.1000061035156, 369.59869384765625, 524.2223510742188, 380.75726318359375)"
17,Lecture on ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(379.1000061035156, 382.7986755371094, 426.2880859375, 393.9572448730469)"
17,भनवयिन की परम्परा और ,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(427.8500061035156, 381.00445556640625, 524.4632568359375, 393.8967590332031)"
17,र्ास्क,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(379.1000061035156, 394.4644775390625, 399.2599792480469, 407.3567810058594)"
17, by Prof. Banarasi Tripathi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(399.260009765625, 396.2586975097656, 508.6299743652344, 407.4172668457031)"
17,2. ,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(68.66400146484375, 449.163330078125, 79.58399963378906, 461.3846130371094)"
17,National ,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(113.33000183105469, 436.4433288574219, 153.74745178222656, 448.66461181640625)"
17,Seminar ,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(113.33000183105469, 449.163330078125, 152.80999755859375, 461.3846130371094)"
17,28,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(189.91000366210938, 436.33868408203125, 199.989990234375, 447.49725341796875)"
17,"- 29 March, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(201.6699981689453, 436.33868408203125, 250.9737091064453, 447.49725341796875)"
17,2017,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(189.91000366210938, 447.85870361328125, 210.06997680664062, 459.01727294921875)"
17,"Department of Sanskrit, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.94000244140625, 436.33868408203125, 360.3712158203125, 447.49725341796875)"
17,"South Campus, University ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.94000244140625, 447.85870361328125, 370.0999755859375, 459.01727294921875)"
17,"of Delhi, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.94000244140625, 459.3786926269531, 300.0, 470.5372619628906)"
17,“The Linguistic Speculation in ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(379.1000061035156, 436.33868408203125, 504.68670654296875, 447.49725341796875)"
17,Indian Tradition” ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(379.1000061035156, 447.85870361328125, 451.25, 459.01727294921875)"
17,3. ,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(68.66400146484375, 490.4633483886719, 79.58399963378906, 502.68463134765625)"
17,National ,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(113.33000183105469, 490.4633483886719, 153.74745178222656, 502.68463134765625)"
17,Seminar ,Times New Roman,11.04,regular,"(0, 0, 0)",#000000,"(113.33000183105469, 503.1833801269531, 152.80999755859375, 515.4046630859375)"
17,"19 Aug., 2017 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(189.91000366210938, 490.35870361328125, 249.5800018310547, 501.51727294921875)"
17,Jointly organized by the ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.94000244140625, 490.35870361328125, 360.8349304199219, 501.51727294921875)"
17,"Department of Sanskrit, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.94000244140625, 501.8786926269531, 360.43536376953125, 513.0372924804688)"
17,University of  Delhi and ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.94000244140625, 513.3987426757812, 361.6942443847656, 524.5573120117188)"
17,Sri Shankar ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.94000244140625, 524.9187622070312, 311.4831848144531, 536.0773315429688)"
17,"Shikshaaytana, New ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.94000244140625, 536.438720703125, 345.8265075683594, 547.5972900390625)"
17,Delhi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(261.94000244140625, 547.9586791992188, 286.79998779296875, 559.1172485351562)"
17,Chanda-samikshavimarsh ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(379.1000061035156, 490.35870361328125, 484.8699951171875, 501.51727294921875)"
17,Prof. N N Choudhuri Memorial ,"Calibri,Italic",10.08,italic,"(0, 0, 0)",#000000,"(86.42400360107422, 725.8300170898438, 211.22447204589844, 735.9100341796875)"
17,Annual Lecture - 2017 ,"Calibri,Italic",10.08,italic,"(0, 0, 0)",#000000,"(103.48999786376953, 738.0719604492188, 194.34808349609375, 748.1519775390625)"
17,National Seminar on ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(254.5, 723.9287109375, 339.7566833496094, 735.0872802734375)"
